0000622,深圳华强,-1.72,3,1.6,nan,80, 30.7, 3.1, 2.5, 31 / 1.2亿, 39 / 145.0亿,214 / 电子元件 
0000632,中兴通讯,-2.73,3,8.1,7.2,91, 38.8, 5.6, 3.7,  2 / 8.6亿,  2 / 0.1万亿,100 / 通讯行业 
0000662,中国长城,1.96,6,9.5,7.5,72,135.7, 4.5, 0.8, 24 / 0.5亿,  7 / 281.6亿,106 / 电子信息 
0000692,华侨城A,-1.30,2,5.6,5.4,91, 12.3, 1.0, 2.0,  8 / 12.0亿,  8 / 588.2亿,130 / 房地产 
0000782,海王生物,0.09,1,5.1,7.6,72, 18.5, 1.5, 2.2, 65 / 1.3亿, 79 / 97.5亿,232 / 医药制造 
0000882,盐田港,-0.78,3,2.3,5.4,50, 58.3, 1.6, 0.7, 21 / 0.5亿, 18 / 106.8亿, 31 / 港口水运 
0000892,深圳机场,-1.09,5,13.7,5.7,55, 26.0, 1.5, 1.5,  9 / 1.7亿,  9 / 179.9亿, 13 / 民航机场 
0000902,天健集团,-2.13,2,4.4,-17.0,72, 37.0, 1.4, 0.7, 32 / 0.6亿, 19 / 94.5亿, 79 / 工程建设 
0001002,TCL集团,-4.53,2,6.0,5.1,82, 14.3, 1.5, 2.5,  4 / 7.8亿,  5 / 445.8亿, 49 / 家电行业 
0001562,华数传媒,0.96,1,1.5,1.3,91, 17.6, 1.5, 2.1, 15 / 2.3亿, 14 / 160.8亿, 97 / 文化传媒 
0001572,中联重科,0.67,6,13.1,13.8,96, 11.6, 1.2, 2.6,  4 / 10.0亿,  3 / 464.8亿,241 / 机械行业 
0001582,常山北明,-1.81,1,4.2,8.3,38,999.9, 1.6, 0.0, 81 / -0.1亿,  5 / 95.0亿, 84 / 纺织服装 
0001662,申万宏源,-0.03,2,5.6,10.5,72, 17.3, 1.8, 2.6,  8 / 18.6亿,  6 / 0.1万亿, 42 / 券商信托 
0003012,东方盛虹,-4.30,0,0.2,-1.2,88, 17.9, 1.8, 2.2,  1 / 3.2亿,  2 / 226.8亿, 26 / 综合行业 
0003332,美的集团,-3.42,2,4.2,6.1,85, 14.7, 3.8, 7.1,  1 / 61.3亿,  1 / 0.4万亿, 49 / 家电行业 
0003382,潍柴动力,-3.57,3,10.0,10.9,88,  9.6, 2.4, 6.4,  2 / 25.9亿,  2 / 999.7亿,241 / 机械行业 
0004002,许继电气,-0.35,2,6.7,7.4,74, 94.1, 1.2, 0.3, 44 / 0.3亿, 19 / 94.8亿,110 / 输配电气 
0004012,冀东水泥,-2.39,3,6.9,5.6,72,129.8, 2.2, 0.2, 19 / 0.4亿,  7 / 233.1亿, 45 / 水泥建材 
0004022,金融街,0.88,6,11.3,2.4,94,  9.2, 0.7, 1.9, 20 / 6.1亿, 25 / 225.7亿,130 / 房地产 
0004082,藏格控股,-1.74,2,5.6,20.9,82, 32.1, 2.0, 1.5,  6 / 1.2亿,  3 / 158.1亿, 23 / 化肥行业 
0004132,东旭光电,0.92,3,5.9,10.2,91, 17.6, 0.9, 1.3,  5 / 4.3亿, 14 / 303.7亿,214 / 电子元件 
0004152,渤海租赁,-0.23,3,7.9,7.4,91,  5.0, 0.7, 3.5,  2 / 12.7亿,  5 / 251.7亿, 23 / 多元金融 
0004232,东阿阿胶,-0.78,2,3.2,-1.0,91, 16.3, 2.2, 3.4, 16 / 3.9亿, 25 / 257.0亿,232 / 医药制造 
0004252,徐工机械,-2.35,3,10.1,9.8,88,  8.5, 1.4, 3.9,  3 / 10.5亿,  6 / 358.8亿,241 / 机械行业 
0004262,兴业矿业,1.99,4,9.3,6.2,41,999.9, 2.1, 0.0, 71 / -0.3亿, 32 / 106.1亿, 79 / 有色金属 
0004292,粤高速A,-0.04,0,-0.0,-,74, 11.8, 1.9, 3.6,  9 / 3.5亿,  5 / 167.1亿, 21 / 高速公路 
0004882,晨鸣纸业,0.12,2,4.3,5.8,69,103.3, 0.9, 0.0, 15 / 0.4亿,  4 / 158.0亿, 31 / 造纸印刷 
0005012,鄂武商A,-2.96,2,1.4,6.2,94,  7.1, 1.0, 3.5, 11 / 2.9亿, 18 / 83.3亿, 78 / 商业百货 
0005032,国新健康,1.30,5,6.4,1.9,22,999.9,14.1, 0.0,105 / -0.5亿, 13 / 163.3亿,106 / 电子信息 
0005132,丽珠集团,1.34,3,4.8,9.9,88, 14.5, 2.1, 3.6, 17 / 3.9亿, 34 / 228.3亿,232 / 医药制造 
0005162,国际医学,-0.98,4,5.7,7.1,58, 91.2, 1.9, 0.5, 37 / 0.3亿, 16 / 103.9亿, 62 / 医疗行业 
0005192,中兵红箭,2.67,5,8.0,8.1,82, 37.6, 1.4, 0.9, 42 / 0.7亿, 25 / 109.0亿,241 / 机械行业 
0005252,红太阳,-2.36,2,1.5,0.5,77, 16.0, 1.6, 2.6,  6 / 1.2亿,  8 / 77.1亿, 27 / 农药兽药 
0005282,柳工,-1.41,2,5.6,6.8,91,  8.2, 1.1, 3.1,  7 / 3.0亿, 27 / 100.1亿,241 / 机械行业 
0005362,华映科技,0.88,4,8.0,12.7,38,999.9, 1.0, 0.0,213 / -3.7亿, 81 / 73.6亿,214 / 电子元件 
0005372,广宇发展,-1.70,1,4.0,4.0,85,  5.8, 1.2, 5.2, 23 / 5.7亿, 40 / 132.1亿,130 / 房地产 
0005382,云南白药,-1.95,4,3.0,6.2,77, 24.3, 4.4, 4.0,  6 / 8.5亿,  3 / 822.2亿,232 / 医药制造 
0005392,粤电力A,-1.28,2,5.6,3.9,63, 51.7, 0.9, 0.3, 32 / 1.1亿, 16 / 226.3亿, 65 / 电力行业 
0005402,中天金融,-2.12,1,4.1,11.1,91,  7.4, 1.6, 5.4, 13 / 9.4亿, 18 / 280.2亿,130 / 房地产 
0005412,佛山照明,-1.37,0,0.6,4.3,85, 21.6, 1.7, 1.8, 44 / 0.9亿, 78 / 74.9亿,214 / 电子元件 
0005432,皖能电力,-2.88,5,8.8,8.4,66, 14.8, 0.8, 1.4, 27 / 1.5亿, 29 / 87.4亿, 65 / 电力行业 
0005472,航天发展,-0.05,2,1.1,4.6,96, 38.0, 2.2, 1.5, 16 / 1.0亿, 16 / 156.7亿,100 / 通讯行业 
0005522,靖远煤电,-2.11,2,6.6,2.6,50, 10.6, 0.9, 2.0, 23 / 1.5亿, 28 / 63.6亿, 34 / 煤炭采选 
0005532,安道麦A,-0.00,1,0.9,-0.4,82, 18.7, 1.2, 1.6,  1 / 3.7亿,  1 / 275.0亿, 27 / 农药兽药 
0005552,神州信息,-1.00,5,11.5,12.1,69, 85.4, 2.4, 0.7, 35 / 0.3亿, 21 / 116.6亿,106 / 电子信息 
0005592,万向钱潮,-2.33,1,-0.8,4.9,82, 18.6, 3.4, 4.2, 13 / 2.2亿, 18 / 165.5亿,144 / 汽车行业 
0005602,我爱我家,1.25,4,8.7,-0.4,72, 14.1, 1.2, 2.2, 47 / 2.1亿, 45 / 115.7亿,130 / 房地产 
0005632,陕国投A,-2.16,3,7.0,14.2,66, 19.5, 1.8, 2.3,  8 / 2.4亿,  7 / 188.3亿, 23 / 多元金融 
0005642,供销大集,-0.86,4,4.9,7.4,47,999.9, 0.5, 0.0, 75 / -1.1亿,  7 / 165.2亿, 78 / 商业百货 
0005682,泸州老窖,0.62,4,6.0,13.5,88, 18.3, 6.0, 8.5,  4 / 15.1亿,  4 / 0.1万亿, 36 / 酿酒行业 
0005812,威孚高科,-2.62,3,4.6,6.9,96,  7.5, 1.2, 4.2,  8 / 6.9亿, 12 / 205.3亿,144 / 汽车行业 
0005822,北部湾港,-1.60,0,0.7,-,69, 16.4, 1.6, 2.4, 13 / 2.2亿, 15 / 144.0亿, 31 / 港口水运 
0005872,金洲慈航,7.73,5,19.0,36.0,38,999.9, 1.0, 0.0, 11 / -8.1亿,  4 / 56.9亿, 11 / 珠宝首饰 
0005912,太阳能,-0.02,4,8.6,4.7,77, 19.9, 0.8, 1.0, 30 / 1.3亿, 25 / 100.1亿, 65 / 电力行业 
0005962,古井贡酒,0.43,6,5.9,10.9,85, 18.0, 7.4, 9.8,  7 / 7.8亿,  6 / 562.8亿, 36 / 酿酒行业 
0005982,兴蓉环境,1.60,1,3.7,7.7,94, 13.6, 1.4, 2.5,  5 / 2.6亿,  7 / 142.1亿, 36 / 公用事业 
0006002,建投能源,-2.36,1,0.7,9.0,74, 10.1, 1.1, 2.8, 18 / 3.1亿, 24 / 126.1亿, 65 / 电力行业 
0006172,中油资本,-0.66,6,9.5,8.8,85, 13.6, 1.4, 2.7,  1 / 21.0亿,  1 / 0.1万亿, 23 / 多元金融 
0006232,吉林敖东,-1.61,3,2.7,6.8,96,  7.6, 0.9, 3.0,  8 / 6.4亿, 36 / 195.6亿,232 / 医药制造 
0006252,长安汽车,2.32,4,3.8,1.7,41,999.9, 0.7, 0.0,144 / -21.0亿,  8 / 319.9亿,144 / 汽车行业 
0006272,天茂集团,-0.55,4,6.0,8.1, 8, 25.1, 1.6, 1.7,  6 / 3.3亿,  6 / 330.5亿,  7 / 保险 
0006292,攀钢钒钛,-4.16,1,1.0,-,91, 10.0, 3.4, 8.9,  1 / 7.5亿,  7 / 301.5亿, 79 / 有色金属 
0006302,铜陵有色,0.42,2,6.6,7.3,82, 23.5, 1.5, 1.6,  8 / 2.8亿, 11 / 263.2亿, 79 / 有色金属 
0006362,风华高科,-0.26,2,3.8,6.3,94, 17.7, 2.1, 2.8, 28 / 1.6亿, 49 / 111.2亿,214 / 电子元件 
0006502,仁和药业,-2.05,2,4.5,2.6,77, 16.4, 2.8, 4.1, 61 / 1.4亿, 83 / 93.9亿,232 / 医药制造 
0006512,格力电器,-2.80,3,7.3,1.3,91, 14.1, 3.4, 6.1,  2 / 56.7亿,  2 / 0.3万亿, 49 / 家电行业 
0006562,金科股份,-0.84,8,8.2,-1.3,66, 32.6, 1.7, 1.1, 36 / 2.5亿, 13 / 329.5亿,130 / 房地产 
0006612,长春高新,-2.58,5,7.8,8.9,85, 37.1,10.1, 6.7, 18 / 3.7亿,  8 / 542.0亿,232 / 医药制造 
0006712,阳光城,-1.79,3,5.9,8.2,72, 21.8, 1.5, 1.2, 33 / 3.1亿, 20 / 268.5亿,130 / 房地产 
0006762,智度股份,0.34,0,1.1,-,85, 13.6, 1.5, 2.8, 10 / 1.7亿, 26 / 92.9亿,106 / 电子信息 
0006812,视觉中国,-0.02,4,5.6,13.9,69, 58.9, 4.6, 2.0, 36 / 0.6亿, 18 / 135.6亿, 97 / 文化传媒 
0006832,远兴能源,-0.95,0,-0.5,0.8,96, 10.6, 1.1, 2.6, 16 / 2.5亿, 34 / 105.2亿,193 / 化工行业 
0006852,中山公用,-1.05,3,1.2,6.5,94, 10.5, 1.0, 2.5,  4 / 3.2亿,  9 / 132.2亿, 36 / 公用事业 
0006862,东北证券,-0.72,1,2.6,3.9,60,  9.3, 1.4, 3.8, 19 / 5.7亿, 38 / 211.1亿, 42 / 券商信托 
0006902,宝新能源,-0.17,1,0.0,2.1,77, 15.3, 1.6, 2.7, 21 / 2.4亿, 22 / 146.4亿, 65 / 电力行业 
0007032,恒逸石化,0.17,6,9.6,5.8,74, 22.2, 1.9, 2.1,  7 / 4.2亿,  4 / 376.0亿,193 / 化工行业 
0007092,河钢股份,0.87,4,14.2,2.4,74, 21.8, 0.7, 0.6, 12 / 3.7亿,  4 / 321.7亿, 39 / 钢铁行业 
0007102,贝瑞基因,-0.26,4,4.7,8.2,88, 18.8, 6.0, 8.2,  7 / 1.7亿, 14 / 126.0亿, 62 / 医疗行业 
0007122,锦龙股份,-0.51,2,3.4,8.0,52, 33.0, 3.5, 2.5, 12 / 0.9亿, 10 / 117.3亿, 23 / 多元金融 
0007172,韶钢松山,-0.33,2,2.6,6.8,66,  6.6, 1.6, 6.4, 10 / 4.1亿, 23 / 106.9亿, 39 / 钢铁行业 
0007182,苏宁环球,-4.56,4,7.7,3.5,82, 14.5, 1.4, 2.1, 48 / 1.8亿, 48 / 106.5亿,130 / 房地产 
0007232,美锦能源,-0.71,4,9.4,5.6,63, 30.2, 6.0, 5.1, 11 / 3.7亿,  5 / 452.5亿, 34 / 煤炭采选 
0007252,京东方A,1.45,4,9.5,5.4,82, 28.9, 1.4, 1.2,  1 / 10.5亿,  1 / 0.1万亿,214 / 电子元件 
0007272,华东科技,1.73,3,12.3,17.7,38,999.9, 1.1, 0.0,211 / -2.9亿, 55 / 102.4亿,214 / 电子元件 
0007282,国元证券,-1.23,2,3.8,3.5,55, 18.9, 1.3, 1.7, 25 / 4.2亿, 24 / 318.0亿, 42 / 券商信托 
0007292,燕京啤酒,-0.47,1,1.2,5.7,52, 80.5, 1.4, 0.5, 23 / 0.6亿, 14 / 189.4亿, 36 / 酿酒行业 
0007322,泰禾集团,-1.65,3,4.2,9.4,91,  5.3, 1.0, 5.1, 12 / 9.7亿, 26 / 205.3亿,130 / 房地产 
0007352,罗牛山,-0.90,0,0.5,-,44,999.9, 3.0, 0.0, 59 / -0.1亿, 15 / 120.2亿, 71 / 农牧饲渔 
0007382,航发控制,-0.31,3,4.2,4.7,82, 58.4, 2.9, 1.2,  5 / 0.7亿, 10 / 157.1亿, 26 / 航天航空 
0007392,普洛药业,-0.72,1,-1.8,-,66, 26.0, 3.5, 3.2, 76 / 1.1亿, 64 / 114.9亿,232 / 医药制造 
0007502,国海证券,-1.92,2,5.3,9.4,22, 22.0, 1.6, 1.8, 37 / 2.5亿, 37 / 220.1亿, 42 / 券商信托 
0007582,中色股份,-1.43,0,1.5,-0.4,80, 38.9, 2.1, 1.4, 27 / 0.7亿, 31 / 110.3亿, 79 / 有色金属 
0007612,本钢板材,0.30,2,7.6,-2.5,72, 15.4, 0.9, 1.4, 16 / 2.7亿, 14 / 167.4亿, 39 / 钢铁行业 
0007662,通化金马,-1.17,1,2.7,7.4,69, 33.0, 1.4, 1.1,119 / 0.5亿,112 / 67.3亿,232 / 医药制造 
0007682,中航飞机,1.74,5,9.3,5.4,69,276.0, 2.7, 0.2,  9 / 0.4亿,  2 / 435.8亿, 26 / 航天航空 
0007762,广发证券,0.61,2,2.9,8.4,88,  9.0, 1.2, 3.4,  4 / 29.2亿, 10 / 0.1万亿, 42 / 券商信托 
0007782,新兴铸管,-1.18,2,5.2,4.7,82, 14.0, 0.8, 1.5,  2 / 3.2亿,  4 / 179.2亿, 58 / 金属制品 
0007832,长江证券,-0.66,4,9.5,8.5,66, 13.9, 1.6, 3.0, 15 / 7.7亿, 19 / 425.8亿, 42 / 券商信托 
0007862,北新建材,0.52,7,5.7,1.8,85, 23.4, 2.2, 2.3,  6 / 3.3亿,  5 / 307.7亿, 45 / 水泥建材 
0007892,万年青,-4.15,2,6.1,10.8,82,  9.1, 2.1, 5.3,  8 / 2.2亿, 17 / 78.9亿, 45 / 水泥建材 
0007932,华闻传媒,-0.17,3,5.7,1.7,58, 59.2, 1.5, 0.6, 52 / 0.3亿, 41 / 72.5亿, 97 / 文化传媒 
0008002,一汽轿车,0.48,3,5.5,10.1,69,102.1, 1.9, 0.5, 47 / 0.4亿, 21 / 157.4亿,144 / 汽车行业 
0008072,云铝股份,-2.66,4,10.9,9.1,74, 63.1, 1.5, 0.6, 33 / 0.5亿, 24 / 127.7亿, 79 / 有色金属 
0008132,德展健康,-0.50,1,2.6,8.1,80, 36.5, 3.3, 2.3, 74 / 1.2亿, 40 / 176.6亿,232 / 医药制造 
0008182,航锦科技,-3.35,0,0.0,nan,82, 17.1, 3.0, 4.5, 41 / 1.1亿, 44 / 75.4亿,193 / 化工行业 
0008252,太钢不锈,-0.30,2,5.4,4.6,77, 16.9, 0.8, 1.1, 13 / 3.4亿,  7 / 232.4亿, 39 / 钢铁行业 
0008262,启迪桑德,0.12,1,4.9,37.0,80, 25.4, 1.4, 1.2,  2 / 1.8亿,  3 / 185.8亿, 48 / 环保工程 
0008292,天音控股,1.06,5,7.6,8.8,58,133.8, 2.5, 0.5, 52 / 0.1亿, 52 / 61.6亿,100 / 通讯行业 
0008302,鲁西化工,-1.70,3,5.7,9.4,91, 11.4, 1.7, 3.4,  2 / 3.6亿,  2 / 164.8亿, 23 / 化肥行业 
0008312,五矿稀土,-1.42,1,6.6,8.2,47,332.6, 7.7, 0.6, 50 / 0.1亿, 22 / 164.3亿, 79 / 有色金属 
0008392,中信国安,0.85,1,3.1,-4.0,69,101.8, 1.8, 0.4, 31 / 0.4亿, 12 / 169.3亿,106 / 电子信息 
0008482,承德露露,-0.17,2,6.1,2.0,88,  9.4, 4.8,10.9, 10 / 2.2亿, 28 / 83.5亿, 75 / 食品饮料 
0008582,五粮液,-0.51,4,11.5,16.1,88, 16.9, 6.9, 9.7,  2 / 64.8亿,  2 / 0.4万亿, 36 / 酿酒行业 
0008602,顺鑫农业,-1.17,5,4.3,9.2,69, 18.2, 4.4, 5.4, 11 / 4.3亿, 10 / 312.7亿, 36 / 酿酒行业 
0008692,张裕A,-1.62,1,3.8,9.6,85, 11.8, 2.1, 4.8, 10 / 4.6亿, 12 / 215.6亿, 36 / 酿酒行业 
0008762,新希望,-3.28,1,3.2,-5.2,82, 28.0, 3.4, 3.1,  1 / 6.7亿,  3 / 746.2亿, 71 / 农牧饲渔 
0008772,天山股份,-2.16,2,6.8,12.4,88, 17.6, 1.4, 1.9, 10 / 1.6亿, 12 / 115.8亿, 45 / 水泥建材 
0008782,云南铜业,-0.20,3,5.1,10.3,82, 26.6, 2.4, 2.2, 14 / 1.7亿, 19 / 185.8亿, 79 / 有色金属 
0008832,湖北能源,-2.49,0,-0.1,7.2,82, 18.2, 1.1, 1.5, 16 / 4.0亿, 13 / 291.5亿, 65 / 电力行业 
0008872,中鼎股份,-1.56,0,-0.0,7.2,94,  9.7, 1.5, 3.6,  1 / 3.1亿,  6 / 120.1亿, 55 / 塑胶制品 
0008952,双汇发展,-3.02,5,8.5,3.0,82, 16.0, 6.6, 9.4,  3 / 12.8亿,  3 / 819.0亿, 75 / 食品饮料 
0008982,鞍钢股份,-1.55,0,0.8,3.4,77, 22.4, 0.7, 0.8,  9 / 4.2亿,  3 / 374.0亿, 39 / 钢铁行业 
0009012,航天科技,1.76,2,4.1,9.2,36,999.9, 2.0, 0.0, 20 / -847.6万, 17 / 77.7亿, 26 / 航天航空 
0009022,新洋丰,-0.56,2,12.2,10.1,82, 10.6, 2.3, 5.3,  3 / 3.4亿,  4 / 144.0亿, 23 / 化肥行业 
0009102,大亚圣象,0.51,2,4.6,8.3,85, 23.9, 1.4, 1.4, 11 / 0.6亿,  9 / 60.3亿, 36 / 木业家具 
0009212,海信家电,-1.69,0,1.3,2.0,85,  9.9, 2.1, 5.6,  6 / 4.2亿, 10 / 166.5亿, 49 / 家电行业 
0009262,福星股份,-1.87,3,6.3,4.6,74,  7.8, 0.6, 2.0, 41 / 2.2亿, 70 / 67.8亿,130 / 房地产 
0009302,中粮生化,-1.09,3,4.4,5.0,77, 61.9, 1.5, 0.6, 20 / 0.6亿, 14 / 143.4亿, 71 / 农牧饲渔 
0009322,华菱钢铁,-1.99,3,5.7,-24.7,91,  4.5, 1.1, 6.0,  2 / 10.9亿,  9 / 196.7亿, 39 / 钢铁行业 
0009332,神火股份,0.37,4,4.6,7.9,77, 37.8, 1.4, 0.9, 32 / 0.5亿, 36 / 82.9亿, 79 / 有色金属 
0009352,四川双马,-1.76,1,1.4,4.7,77, 18.5, 3.4, 4.7,  9 / 1.7亿, 10 / 122.7亿, 45 / 水泥建材 
0009372,冀中能源,-2.00,1,1.5,5.0,58, 14.9, 0.7, 1.2, 18 / 2.3亿, 11 / 139.9亿, 34 / 煤炭采选 
0009382,紫光股份,0.26,2,3.1,10.4,82, 38.2, 2.2, 1.4,  6 / 3.8亿,  2 / 576.3亿,106 / 电子信息 
0009502,重药控股,1.07,1,3.9,-,74, 18.5, 1.3, 1.8,  9 / 1.3亿, 17 / 97.5亿, 62 / 医疗行业 
0009512,中国重汽,-1.36,0,-0.5,-,82,  8.9, 1.7, 5.0,  9 / 3.1亿, 25 / 110.9亿,144 / 汽车行业 
0009592,首钢股份,-4.64,1,0.4,4.0,77, 17.5, 0.7, 1.1, 15 / 2.7亿, 10 / 191.5亿, 39 / 钢铁行业 
0009602,锡业股份,-0.53,3,4.9,9.0,85, 25.3, 1.6, 1.6, 13 / 1.9亿, 18 / 196.6亿, 79 / 有色金属 
0009612,中南建设,-0.05,3,5.1,-0.4,74, 17.1, 1.8, 2.7, 26 / 4.8亿, 14 / 329.1亿,130 / 房地产 
0009632,华东医药,-2.17,1,2.0,-10.5,77, 11.9, 4.2, 8.3,  5 / 9.1亿, 10 / 430.8亿,232 / 医药制造 
0009682,蓝焰控股,0.90,1,4.1,-,85, 23.3, 3.0, 3.2, 10 / 1.3亿, 11 / 117.0亿, 40 / 石油行业 
0009702,中科三环,-0.25,0,0.7,-5.3,72, 71.3, 2.9, 0.9, 70 / 0.4亿, 43 / 126.1亿,214 / 电子元件 
0009752,银泰资源,-1.01,1,2.2,9.8,91, 40.4, 3.4, 2.0, 15 / 1.7亿,  9 / 275.5亿, 79 / 有色金属 
0009772,浪潮信息,1.90,5,9.6,9.8,66, 90.1, 4.2, 1.0, 13 / 0.9亿,  4 / 332.8亿,106 / 电子信息 
0009802,众泰汽车,-1.83,0,0.7,8.1,80, 21.1, 0.5, 0.6, 26 / 1.1亿, 32 / 89.6亿,144 / 汽车行业 
0009832,西山煤电,-2.23,4,6.6,7.7,82,  8.6, 1.0, 2.9,  7 / 5.9亿,  8 / 203.6亿, 34 / 煤炭采选 
0009872,越秀金控,-0.31,4,3.3,6.9,69, 24.1, 1.6, 1.6,  6 / 2.7亿,  4 / 259.3亿, 23 / 多元金融 
0009882,华工科技,-0.08,3,4.4,10.4,85, 39.4, 2.8, 1.8, 38 / 1.0亿, 37 / 157.5亿,214 / 电子元件 
0009892,九芝堂,0.60,2,5.0,5.6,72, 24.8, 2.1, 1.9, 89 / 0.8亿, 97 / 79.8亿,232 / 医药制造 
0009902,诚志股份,-1.28,5,6.7,5.0,74, 62.0, 1.4, 0.6, 50 / 0.9亿, 10 / 219.4亿,193 / 化工行业 
0009972,新大陆,-1.27,2,3.1,2.5,91, 18.0, 3.2, 4.6,  7 / 2.5亿,  9 / 178.9亿,106 / 电子信息 
0009982,隆平高科,-3.08,2,3.0,3.4,91, 38.3, 3.0, 1.9, 11 / 1.3亿, 11 / 206.1亿, 71 / 农牧饲渔 
0009992,华润三九,-1.93,2,0.7,13.8,94,  6.0, 2.3,10.2,  3 / 11.7亿, 21 / 279.3亿,232 / 医药制造 
0018722,招商港口,-1.22,1,2.1,-,96,  9.0, 0.9, 2.6,  3 / 8.1亿,  6 / 293.9亿, 31 / 港口水运 
0019652,招商公路,-1.37,7,13.2,2.7,74, 12.6, 1.1, 2.2,  2 / 10.3亿,  2 / 519.6亿, 21 / 高速公路 
0019792,招商蛇口,-2.63,3,6.2,1.3,82, 16.0, 2.4, 3.6,  3 / 26.3亿,  2 / 0.2万亿,130 / 房地产 
0020012,新和成,-1.65,2,4.8,8.6,85, 21.0, 2.6, 3.1,  9 / 5.1亿, 11 / 428.0亿,232 / 医药制造 
0020022,鸿达兴业,-4.02,5,18.6,28.1,82, 21.1, 2.6, 3.1, 24 / 1.9亿, 22 / 160.5亿,193 / 化工行业 
0020042,华邦健康,1.74,1,2.7,5.8,74, 25.1, 1.1, 1.1,  8 / 1.0亿,  5 / 100.6亿, 27 / 农药兽药 
0020072,华兰生物,-3.42,1,4.6,-26.2,82, 38.9, 7.3, 4.6, 32 / 2.6亿, 14 / 404.1亿,232 / 医药制造 
0020082,大族激光,-1.65,3,7.5,7.9,80, 59.4, 4.9, 1.7, 15 / 1.6亿,  5 / 381.9亿,241 / 机械行业 
0020102,传化智联,-1.99,1,1.9,7.1,72, 40.4, 2.2, 1.3, 12 / 1.6亿,  8 / 259.3亿, 57 / 交运物流 
0020132,中航机电,1.52,6,11.5,7.7,74,108.4, 2.8, 0.6,  7 / 0.6亿,  6 / 253.3亿, 26 / 航天航空 
0020162,世荣兆业,-1.40,2,2.7,1.9,58,  8.1, 2.7, 7.5, 44 / 2.1亿, 69 / 68.1亿,130 / 房地产 
0020192,亿帆医药,-0.35,2,5.2,12.6,77, 26.2, 2.3, 2.2, 59 / 1.5亿, 50 / 154.2亿,232 / 医药制造 
0020232,海特高新,-1.82,1,2.6,6.6,72, 62.5, 2.8, 1.1, 10 / 0.4亿, 13 / 98.4亿, 26 / 航天航空 
0020242,苏宁易购,-1.26,2,6.1,6.3,63,192.7, 1.3, 0.2, 19 / 1.4亿,  1 / 0.1万亿, 78 / 商业百货 
0020252,航天电器,0.61,3,2.7,8.1,85, 34.4, 3.9, 2.9, 51 / 0.8亿, 50 / 107.0亿,214 / 电子元件 
